algo.asNode(nodeId).Airport_name,centrality
Lijiang Airport,0.29375979352935755
Växjö Kronoberg Airport,0.2937327188940092
Rijeka Airport,0.2937327188940092
Cluj-Napoca International Airport,0.2937327188940092
Cairns International Airport,0.2936785845927018
Mytilene International Airport,0.29365152492398416
Phnom Penh International Airport,0.29365152492398416
Ciampino–G. B. Pastine International Airport,0.29362447024138566
Cheddi Jagan International Airport,0.29359742054352833
Mangalore International Airport,0.2934082121156325
Gold Coast Airport,0.2934082121156325
Kristiansand Airport,0.29338120224615666
Exuma International Airport,0.293300202466409
Jieyang Chaoshan International Airport,0.293300202466409
Salalah Airport,0.29327321247814486
Longdongbao Airport,0.29327321247814486
Mactan Cebu International Airport,0.29321924740086486
Nanchang Changbei International Airport,0.29319227230910766
Lovell Field,0.2931653021801122
Sfax Thyna International Airport,0.2930574712643678
Conakry International Airport,0.2930574712643678
Bangui M'Poko International Airport,0.29292279411764705
Cibao International Airport,0.2928689579121485
Johan Adolf Pengel International Airport,0.2928689579121485
Roanoke–Blacksburg Regional Airport,0.2928420472296242
Lar Airport,0.2928151414920985
Akron Canton Regional Airport,0.2927882406982085
Norwich International Airport,0.2927344539358868
"Moss Airport, Rygge",0.292680686931766
Tianjin Binhai International Airport,0.2925732121545947
